,case_id,context,article_list,keywords
77,case_id=78259146&case_uid=4fec2205-ca66-4e90-ace4-1fc435d408ce,"['они втроём распили сначала четыре банки пива, а затем две бутылки водки. После распития спиртного у них с Миколюком произошёл конфликт в ходе которого он оскорбил Миколюка, назвав нецензурно мужчиной нетрадиционной ориентации, на что Миколюк встал из-за стола, взял с кухонного гарнитура кухонный нож и нанёс им ему один удар в грудную клетку справа, после чего положил нож и вызвал ему скорую помощь. В произошедшем считае']",ст.111 ч.2 п.з,['нетрадиционной ориентац']
78,_uid=4365d068-4615-489a-9ecc-b3aa0774d9b8,"['е находились около полутора часа. Находясь в сауне, между ним и А. произошел конфликт, в ходе которого А. в его адрес стал нецензурно выражаться, словами, которые подразумевали, что он нетрадиционной сексуальной ориентации. Ему указанный факт не понравился. Когда они находились в сауне между ним и А. произошел только словестный конфликт, физической силы к друг другу они не применяли. Около 05 часов 50 минут ДД.ММ.ГГГ']",ст.111 ч.2 п.з,['сексуальной ориентац']
79,case_id=200312053&case_uid=36c3839b-89bf-4937-b6dc-ade987d4127d,"['тем увидела, что у входной двери Крюков Н.Н. грубой нецензурной бранью оскорблял их участкового уполномоченного полиции Потерпевший №1, находившегося в форме, в том числе называя лицом нетрадиционной сексуальной ориентации. При этом Крюков Н.Н. видел и понимал, что его оскорбления наблюдают посторонние люди. При попытке убежать Крюков Н.Н. был остановлен Потерпевший №1, после чего у Крюкова Н.Н. выпала колбаса. Крюко']",ст.318 ч.1,['сексуальной ориентац']
80,case_id=187422648&case_uid=f984f9c9-873d-486c-8d62-7cd9807e5936,"['ъяты>», расположенном по адресу: <адрес>. Когда они заходили в указанное помещение, то к нему обратился ранее незнакомый мужчина, который в агрессивной (нецензурной форме) стал задавать вопросы о его сексуальной ориентации, высказывать оскорбления по поводу его внешности. Он отвечал ему «с чего бы это?». Внезапно, мужчина нанес ему удар кулаком правой руки в правую часть лица с боку. Удар был неожиданным для него. Ко']",ст.111 ч.1,['сексуальной ориентац']
81,_id=296174596&_uid=01f1621c-3b75-4863-b0d9-fc73054ff743,"['бования не реагировали, тогда Свидетель №1 глядя на него, высказала в его адрес следующие нецензурные оскорбительные для него слова: «с…а», «м…зь», «т…рь», в грубой форме назвала лицом нетрадиционной сексуальной ориентации, а также в грубой форме послала его, которые он воспринял на свой счет, так как она смотрела на него. Кроме того, Свидетель №1 трижды рукой ударила его в левое плечо, таким образом, толкала его, от']",ст.318 ч.1,['сексуальной ориентац']
82,case_id=306656316&case_uid=fa1aab19-e031-43e4-a5a9-f384cf406ecf,"['Г после 18:30 в ходе употребления спиртного с /-/ произошел конфликт. Он смотрел, что – то в своем телефоне, после этого он начал показывать ему фото голых парней, сообщил ему, что он не традиционной сексуальной ориентации. Он оделся и ушел из квартиры и стоял в подъезде минут 20, затем вернул в квартиру. /-/ начал приставать к нему. На этой почве произошел конфликт, он собрал вещи и пошел к двери, но /-/ загородил п']",ст.111 ч.2 п.з,['сексуальной ориентац']
83,_id=305481222&_uid=3012a878-a6dd-48d1-be7f-7e7ec246be91,"['рес которых они направлены. Оскорбительными считаются выражения, если они используются в соответствующем контексте: презрительные грубые выражения, имеющие ярко негативную окраску, слова, связанные с сексуальной ориентацией или сексуальной деятельностью. Таким образом, установлено, что исследованные выражения, безусловно, выражены в неприличной форме, являются непристойными, нарушающими нормы морали, нравственности, ']"," ст.319, ст.318 ч.1,ст.319",['сексуальной ориентац']
84,case_id=199280486&case_uid=2cf8a2ae-b3ae-464b-97c2-22935ee8b89a,"['оответствующими надписями и шевронами, кроме того последний в своих оскорблениях с использованием слов грубой нецензурной брани сравнивал его с бытовыми отходами, сравнивал его с лицом нетрадиционной сексуальной ориентации. Он совместно с Свидетель №1 неоднократно просили Сулейманова С.Ш. успокоиться и прекратить высказывать в его адрес оскорбления, разъясняли, что своими действиями он совершает преступление. Кроме т']"," ст.105 ч.1,ст.319",['сексуальной ориентац']
85,case_id=314327492&case_uid=faa11837-fa4b-48d0-bf39-e30c7f88b03c,"[' и не пускал, но тот приходил в его отсутствие. Также К в свою очередь, предъявлял ему претензии в виду наличия у него длинных волос, которые не нравились потерпевшему и он грубил ему, намекая на его нетрадиционную ориентацию. \nТакже ранее, когда К приходил к ним в комнату летом 2022 и оскорблял его за длинные волосы, он ударил того, потом зажал его голову между своих ног и потерпевший обещал ему отомстить.\nМежду ним и ']",ст.111 ч.2 п.з,['нетрадиционную ориентац']
86,case_id=57455068&case_uid=1ac2c659-e3a4-457b-b758-100d8cf56ee8,"['и в квартиру Чакина. В ходе распития спиртных напитков, в присутствии Япаровой и Чакина между Хабибуллиным и Потерпевший №1 возникла словесная ссора из-за высказываний Потерпевший №1 о нетрадиционной сексуальной ориентации Хабибуллина и Чакина, т.к. они проживали вместе. В понятиях «криминальной романтики» указанное оскорбление является особенно унижающим. Данные события в ходе беседы подтвердили как Потерпевший №1, ']","ст. 30 ч.3, ст.105 ч.1",['сексуальной ориентац']
87,case_id=209050984&case_uid=f764879a-2b9a-42da-a270-20c9c8b8fb28,"[' разговора, Потерпевший №1 предложила всем сходить за пивом. Чтобы та осталась вместе с Путиловой. На это предложение они отреагировали странно, после чего девушка пояснила, что у нее не традиционная сексуальная ориентация, после чего протянула руку и положила в паховую область Путиловой. Когда л это увидел, то очень разозлился и начал агрессивно себя вести по отношению к Потерпевший №1. Потерпевший №1 в свою очередь']",ст.162 ч.3,['сексуальная ориентац']
88,case_id=88119547&case_uid=49fa9598-5702-483c-bd12-91f7b7b5624d,"['артиры * распивал спиртное со знакомыми А. и Ш. В вечернее время в ходе распития спиртного у него возник словесный конфликт с А., который оскорбил его, назвав в нецензурной форме лицом нетрадиционной сексуальной ориентации. Разозлившись на А. и желая его проучить за эти слова, он взял со стола пустую бутылку из-под водки и подняв вытянутую руку вверх, то есть размахнувшись, с силой ударил А. бутылкой по голове. От уд']",ст.111 ч.2 п.з,['сексуальной ориентац']
89,case_id=211640048&case_uid=003c5cf9-ed3c-49ae-bfa4-196e5e8aeb86,"['омнате № №. ДД.ММ.ГГГГ в период с 19 до 23 часов она и ФИО82 были в гостях у общей знакомой – ФИО83 в Центральном районе г. Сочи, где распивали спиртные напитки. ФИО80 признался в тот вечер, что имел гомосексуальную связь. Около 23 часов она уехала домой на такси, а ФИО85. остался с ФИО84 ДД.ММ.ГГГГ года она несколько раз звонила ФИО86 на телефон, но он не отвечал на звонки. \nАналогичные обстоятельства знакомств']",ст.105 ч.1,['гомосексуальную']
90,case_id=29140181&case_uid=4241b2c5-f9a2-4742-8c5c-e5a9f645efa0,"['ет. В квартире Демьяна была его подруга по имени ФИО68, стали выпивать спиртные напитки. В какой-то момент ему не понравилась манера общения ФИО11, который постоянно себя нахваливал и говорил, что он нетрадиционной ориентации, и он дал ему легкую пощечину по лицу, сказал успокоиться и не болтать лишнего. Находясь в той квартире Потерпевший №1 посчитала оставшиеся деньги, и сказала, что осталось около 65 000 рублей с коп']",ст.161 ч.2 п.г,['нетрадиционной ориентац']
91,case_id=367079846&case_uid=3c14163c-0e7e-4d48-abc9-53fa0780312a,"['е со знакомыми Свидетель №6, Свидетель №2 и ФИО26. В ходе распития спиртного у него с ФИО26 произошла словесная ссора, в ходе которой ФИО26 в грубой нецензурной форме обозвал его лицом нетрадиционной сексуальной ориентации. Эти слова нанесли ему душевную рану, и так как он не умеет ответить словами, он решил нанести ФИО26 физическую боль. С этой целью он взял лежавший неподалеку кинжал, который ранее привез с собою н']",ст.111 ч.4,['сексуальной ориентац']
92,case_id=44746925&case_uid=d7432c62-deff-4d33-925e-e5cd3a5cbea1,"['я в кухне, и ФИО2, стоящей в зале. ФИО1 стала заступаться за ФИО2, говорила, чтобы он не бил её. Они стали ругаться. ФИО1 начала оскорблять его нецензурной бранью, называла его лицом с нетрадиционной сексуальной ориентацией, сравнивала с животными. Он ФИО1 не оскорблял, но использовал матерные слова для связки слов. Услышав оскорбления в свой адрес, он разозлился, взял в руку нож и, подойдя к ФИО1 с ножом, сказал: «Т']",ст.111 ч.2 п.з,['сексуальной ориентац']
93,2022_77_01-0304_2022_измайловский_12226.json,"['еизвестных молодых людей. Олин из них фио спросил, не видел ли он мужчину, который только что прошел мимо. Марусиченко В.А. ответил утвердительно. Тогда фио пояснил, что данный мужчина нетрадиционной сексуальной ориентации, и с ним надо «разобраться». Марусиченко В.А. согласился. После чего они вместе со всеми проследовали из метро на улицу к дому № 38 по адрес адрес. Примерно в время дата Марусиченко В.А. встретил ф']",,['сексуальной ориентац']
94,case_id=189816194&case_uid=af5be68d-4a77-4152-873f-99333be4baad,"[' в период с 16 часов 20 минут по 17 часов 00 минут, находясь около дома по адресу: <адрес>, начал выражаться в адрес Потерпевший №2 словами грубой нецензурной брани, сравнивал с лицами нетрадиционной сексуальной ориентации, с бытовыми отходами, посылал по направлению мужского и женского половых органов, после чего стал подходить к нему и размахивать правой ногой, путался ударить, сначала он несколько раз промахнулся,']",ст.318 ч.1,['сексуальной ориентац']
95,case_id=46311001&case_uid=d20370ec-dbbb-45f8-9910-0bed1f25086e,"['макин А.С. и Плотников О.П. начали избивать пострадавших ФИО8 и ФИО9 из-за того, что они оскорбляли Зимакина и Плотникова грубой нецензурной бранью, называли в нецензурной форме лицами нетрадиционной сексуальной ориентации. Также суд в силу п. «и» ч. 1 ст. 61 УК РФ признает обстоятельством, смягчающим наказание обоих подсудимых, их активное способствование расследованию преступления, изобличению других соучастников п']"," ст.105 ч.2 п.п.а,д,ж,ст.105 ч.2 п.п.а,д,ж,ст.244 ч.1",['сексуальной ориентац']
96,_id=290155776&_uid=419b2d13-dc5d-4ff2-a13b-4e27537c8f1f,"[' высказав в адрес сотрудника полиции Потерпевший №1 оскорбления, а именно обозвав последнего словами грубой нецензурной брани, характеризующими по своему смыслу последнего как человека нетрадиционной сексуальной ориентации, послал его в сторону мужского полового органа, в грубой, презрительной, неприличной форме, чем публично унизил честь и достоинство представителя власти Потерпевший №1 не только в его глазах, но и ']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
97,case_id=345764619&case_uid=76c4dbfd-50a9-4086-97f5-5f3f079f71c6,"[' Посоле того, как они зашли в дом и Стрельников А.Ю. попросил у вышедшего в коридор вместе с Свидетель №1 Потерпевший №1 объяснить, почему он высказывался в его адрес и утверждал о его нетрадиционной сексуальной ориентации. Тогда Потерпевший №1 стал выражаться в их адрес и угрожать, после чего Стрельников А.Ю. ударил Потерпевший №1 кулаком по лицу, после чего между ними завязалась борьба и они упали на пол через прох']"," ст.163 ч.3 п.в,ст.111 ч.3 п.а",['сексуальной ориентац']
98,case_id=226728924&case_uid=3cf87f9e-840e-41f2-acf1-d5eca92610a8,"[' обстоятельствах.\nДД.ММ.ГГГГг. в период с 14 часов до 22 часов 40 минут ФИО1 и ФИО5 находились в доме последнего по адресу: УР, <адрес>, где употребляли спиртные напитки, совершали друг с другом акты мужеложства и иные действия сексуального характера, во время которых между ними произошла ссора, в ходе которой у ФИО1 на почве внезапно возникших личных неприязненных отношений возник преступный умысел, направл']",ст.105 ч.1,['мужеложства']
99,case_id=67627427&case_uid=c259957d-2507-40dc-b886-1c892f2ed2aa,"['вии оказалось, потерпевший Потерпевший №1 и свидетель Свидетель №5), требуя, чтобы они замолчали в грубой, нецензурной форме, а также оскорбили их, назвав их нецензурной форме лицами с нетрадиционной сексуальной ориентацией. Блохин позвал данных парней на улицу, чтобы разобраться по поводу этих грубых слов. Он (ФИО17) не желал встречи с этими парнями и хотел отговорить Блохина от встречи с ними, так как понимал, что ']",ст.111 ч.2 п.з,['сексуальной ориентац']
100,case_id=191138407&case_uid=79389d2d-2822-4cf8-99c8-b9d839416546,"['т нее неприятный запах, ему это не понравилось, он в грубой форме сказал, что от нее пахнет. Время было около 12 часов 50 минут ДД.ММ.ГГГГ. В ответ ФИО12 нецензурно оскорбила его лицом нетрадиционной сексуальной ориентации. Так как ранее он отбывал наказание в местах лишения свободы, то данное оскорбление его задело, обидело и оскорбило, и он решил ее избить, таким образом, ее наказать. Он кулаком правой руки нанес Ф']",ст.111 ч.4,['сексуальной ориентац']
101,case_id=12541165&case_uid=16272306-5c2c-4182-97da-697b6f263cab,"['ительной армии изменника Родины генерал-лейтенанта Власова А.А. времен Великой Отечественной войны и надписью снизу: «Спасибо деду за попытку!»; -части дома с фотографией А. Гитлера и радужным флагом ЛГБТ-сообщества.\nКроме того, на странице указанной группы имеются интерактивные опросы на предмет того, кто лучше: ветераны или «<данные изъяты>», ветераны или кассиры в «<данные изъяты>».\nПри осмотре кор']"," ст.354.1 ч.2 п.в,ст.354.1 ч.4",['ЛГБТ']
102,_id=282782287&_uid=7cec7703-afab-4056-8f20-30189095628b,"['е знакомого Свидетель №4, стал высказывать оскорбления сотрудника МВД России Потерпевший №1, выражаясь в ее адрес грубой нецензурной бранью, называя ее в грубой нецензурной форме лицом нетрадиционной сексуальной ориентации, заявляя в грубой нецензурной форме о вступлении Потерпевший №1 в половой контакт в не естественной форме, а также иными неприличными, в том числе нецензурными, словами, понимая, что Потерпевший №1']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
103,_uid=de319cac-1046-4de2-82cc-af06392b5706,"['утствии начальника поезда Свидетель №4 и проводников поезда Свидетель №2 и Свидетель №3 начал оскорблять его и Потерпевший №2 грубой нецензурной бранью, называя их лицами мужского пола нетрадиционной сексуальной ориентации, «козлами», а также иными словами и выражениями, которые носили ярко выраженный оскорбительный характер. Также Шахин М.С. высказывал угрозу расправой, которую он как реально осуществимую не восприн']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
104,case_id=316304903&case_uid=ea581ef2-c97e-4787-82d0-f0ee21afd38d,"['е действия и назвать свои анкетные данные, однако указанные лица проигнорировали их требования, продолжили выражаться грубой нецензурной бранью, называя всех сотрудников полиции лицами нетрадиционной сексуальной ориентации. Они с Потерпевший №1 сообщили, что если те продолжат свои противоправные действия, то в отношении них будет применена физическая сила и специальные средства, что они будут доставлены в Отдел МВД Р']",ст.318 ч.1,['сексуальной ориентац']
105,case_id=322924023&case_uid=5864344a-ee5c-4690-a601-2fc3a7c7d0cf,"['е дома они совместно употребили спиртное, в доме находились вдвоем. В ходе распития спиртного между ними произошел словесный конфликт из-за того, что Потерпевший №1 назвал его лицом, с нетрадиционной сексуальной ориентацией, что он, как человек, ранее отбывавший наказание в местах лишения свободы, воспринял как оскорбление. Он взял в руку топор с деревянной рукояткой, который находился возле печи, и нанес обухом топо']",ст.111 ч.2 п.з,['сексуальной ориентац']
106,case_id=6313458&case_uid=063a575e-0f52-4c0a-8837-ee77a0087d3c,"[' половой акт, с акцентом на физическом контакте половых органов и физиологии половых отношений, с целью провокации нездорового полового возбуждения, а именно: «&#128293_ Pornogore 18+ • фулл lesbians лесбиянки webcam porn чулки amateur cute» с расширением mp4, продолжительностью 31 минута 29 секунд, содержащий информацию порнографического характера; видеофайл, в котором натуралистически, непристойно изобра']",ст.242 ч.3 п.б,['лесбиянки']
107,case_id=337544919&case_uid=847d388a-4bcf-4958-a7f7-d3735c8d92df,"['текла кровь из носа, было опухшее лицо, он сидел на полу и говорил что-то непонятное. Он опять спросил у Божанова П.М. что произошло, на что он ему ответил, что ФИО4 назвал его лицом с нетрадиционной сексуальной ориентацией. Он сказал Божанову П.М., чтобы последний успокоился, а затем они снова сели снова пить водку. ФИО4 также с ними выпивал, после чего, через некоторое время он уснул в зале на диване. В это время Ф']",ст.112 ч.2 п.з,['сексуальной ориентац']
108,case_id=385558411&case_uid=77c0397b-6f5f-46b6-b109-d2c4b06b0c57,"[' в 21 час 30 мин они сходили купили еще одну бутылку водки, вернулись, продолжили распивать. Примерно уже после 24 час М** начал говорить ему грубости, а именно «Пошел ты на «три буквы», и назвал его гомосексуалистом. Он разозлился, соскочил, решил нанести М** от злости удары ножом, чтобы наказать за оскорбления, схватил нож в правую руку, пошел в зал за М**, где нанес М** клинком ножа удары в заднюю и правую час']",ст.105 ч.1,['гомосексуалистом']
109,case_id=211677670&case_uid=6aaa7c31-26c3-4eea-95a9-54a6d5af0b7a,"['едметы женской одежды, на сколько он помнит, на ФИО была одета юбка красного цвета и светлая блузка. Увидев это, он был в шоке и обозвал ФИО грубой нецензурной бранью, а именно лицом с нетрадиционной сексуальной ориентацией, в ответ на это ФИО возразил и оскорбил его грубой нецензурной бранью, в результате чего у него возникло желание убить ФИО Далее он прошел в кухню и взял кухонный нож в правую руку, так как он пра']",ст.105 ч.1,['сексуальной ориентац']
110,case_id=328026818&case_uid=ebabed08-4e93-4ccb-a18b-cf3f03436ac3,"['анные изъяты> проводится уголовно-процессуальная проверка (КУСП № от ДД.ММ.ГГГГ) по признакам преступления, предусмотренного ст.133 УПК РФ - понуждениеонуждение лица к половому сношению, мужеложству, лесбиянству или совершению иных действий сексуального характера путем шантажа, угрозы уничтожением, повреждением или изъятием имущества либо с использованием материальной или иной зависимости потерпевшего (потер', '> СУ СК РФ <данные изъяты> проводится уголовно-процессуальная проверка (КУСП № от ДД.ММ.ГГГГ) по признакам преступления, предусмотренного ст.133 УПК РФ - понуждениеонуждение лица к половому сношению, мужеложству, лесбиянству или совершению иных действий сексуального характера путем шантажа, угрозы уничтожением, повреждением или изъятием имущества либо с использованием материальной или иной зависимости потерп']",ст.162 ч.1,"['лесбиянству', 'мужеложству']"
111,case_id=721984307&case_uid=c0b48e7b-75d5-4b91-a8a8-544f0216c615,"['месте совершил покушение на незаконный сбыт наркотического средства мефедрона (4-метлиметкатинон),в установленном размере и расфасовке, пояснив, что в связи с депрессией, подавленным состоянием из-за транссексуальности, и с целью получения денежных средств через мессенджер «Телеграмм» устроился «закладчиком», заплатил взнос 3 000 рублей, получил данные расположения «мастер-клада», в котором было 15 закладок, указан']"," ст. 30 ч.3, ст.228.1 ч.3 п.б,ст. 30 ч.3, ст.228.1 ч.3 п.б, ст. 30 ч.3, ст.228.1 ч.4 п.г",['транссексуальности']
112,case_id=205336031&case_uid=dcbff51c-34e1-439b-91f2-58ff8e6d1800,"['певший №1 произошел, как он понял, из-за того, что они кого-то обсуждали, Леонтьев А.В. стал кого-то оправдывать, на что Потерпевший №1 назвал его нецензурным словом, означающим лицо с нетрадиционной сексуальной ориентацией. Именно после этого Леонтьев А.В. схватил со стола нож и ударил им Потерпевший №1, драки между ними не было. Нож, которым Леонтьев А.В. ударил Потерпевший №1 был с деревянной рукояткой общей длино']",ст.111 ч.2 п.з,['сексуальной ориентац']
113,case_id=188694236&case_uid=8b01bd0f-207f-4a1d-b355-316b22c182fc,"['йону, подтвердил её содержание. Указал, что в какой-то момент, находясь в кабинете № 5, он подошел к окну, открыл его, выкрикнув оскорбительную фразу, назвав сотрудников полиции лицами нетрадиционной сексуальной ориентации. В связи с агрессивным поведением сотрудники полиции стали зажимать его в угол, чтобы одеть наручники. Так, находясь в левом углу кабинета, относительно входа за руки его пытались удержать Потерпев']",ст.318 ч.1,['сексуальной ориентац']
114,case_id=61347639&case_uid=ca8c144d-6d08-42cc-9f89-333bcfd19e8e,"[' они ответили, что не знают ФИО1 как «афганца». Тогда он попросил ФИО1 отойти от них. На что ФИО1 высказался в адрес него и всех «афганцев» нецензурной фразой, что все «афганцы» – лица нетрадиционной сексуальной ориентации. Он хотел сначала успокоить ФИО1, но последний не успокаивался и тогда он разозлился на ФИО1 и ударил последнего своей ладонью по лицу, хотел, чтоб ФИО1 замолчал и перестал плохо говорить об «афган']",ст.111 ч.4,['сексуальной ориентац']
115,case_id=546215073&case_uid=ad49ef33-273d-427e-967c-ce258cd79bf8,"['ФИО6 в их разговор не вмешивался, просто сидел и слушал. На его претензии ФИО4, находящийся в состоянии алкогольного опьянения, вновь обозвал его «петухом», назвав также его мужчиной с нетрадиционной сексуальной ориентацией в грубой форме. Слыша данные слова ФИО4, он разозлился на ФИО4 сильнее, в связи с чем, испытывая к ФИО4 личную неприязнь ввиду ранее высказанных оскорблений, причинении ему телесных повреждений, а']",ст.111 ч.4,['сексуальной ориентац']
116,_id=233608229&_uid=07761fe0-75ae-4c0e-9702-ba91fbf96c40,"['венно находились на месте происшествия, оскорбила капитана полиции ФИО, обозвав последнего словами грубой нецензурной брани, характеризующими по своему смыслу последнего как человека с нетрадиционной сексуальной ориентацией, подвергнутого половому акту, средством контрацепции в грубой, презрительной, неприличной форме, чем публично унизила честь и достоинство представителя власти ФИО не только в его глазах, но и в гл']"," ст.319,ст.318 ч.1",['сексуальной ориентац']
117,case_id=40135913&case_uid=30c71cde-a515-4220-bb3c-e5916634c8f5,"['о в его (Потерпевший № 1) адрес Микунов М.А., в присутствии сотрудников полиции, сотрудников скорой помощи и сотрудников ГБР, выражался грубой нецензурной бранью, называя его человеком нетрадиционной сексуальной ориентации. \nВ судебном заседании в связи с существенными противоречиями между ранее данными показаниями и показаниями, данными в суде, в соответствии с ч.3 ст.281 УПК РФ, были оглашены показания потерпевшего']"," ст.264.1, ст.158 ч.2 п.в, ст.111 ч.2 п.з,ст.319",['сексуальной ориентац']
118,case_id=285734229&case_uid=e207f1ba-f552-432d-b549-b6fe36051b37,"['в и грохотание. Он подумал, что Ляшенко упал в подъезде. После грохота Ляшенко вышел не сразу, примерно через минуту. Вечером Ляшенко с ним поделился, что «там на адресе, откуда Ш. забирали, он того «гомосексуалиста» избил» (т. 1 л.д. 204 – 207). \nВ ходе проведения 24 декабря 2020 года очной ставки между свидетелем К. и свидетелем М., свидетель К. пояснял, что 28 октября 2020 года Т. побрил ему лобок. После этог']",ст.111 ч.4,['гомосексуалиста']
119,case_id=173331833&case_uid=0010c689-d7a4-433e-b845-43003f8bf9e0,"['был К. С.В., пришел Е. А.И., они употребляли спиртное на кухне за столом. Ночью К. С.В. уснул на полу в кухне. Он и Е. А.И. продолжили употреблять спиртное. Е. А.И. был сильно пьян, назвал его «лицом нетрадиционной ориентации», стал размахивать ножом. Он сидел слева у стола при входе в кухню, Е. А.И. сидел прямо у стола по центру, правее него. Его возмутило то, что Е. А.И. оскорбил его, он взял стеклянную бутылку и удар']",ст.105 ч.1,['нетрадиционной ориентац']
120,_id=92728570&_uid=1258c018-4c5c-450c-85d2-07fb93f4dbe4,"['казал в адрес Потерпевший №1 в присутствии сотрудника полиции Свидетель №3, а также посторонних лиц Свидетель №1 и Свидетель №4, слова грубой нецензурной брани сравнивая его с мужчиной нетрадиционной сексуальной ориентации, посылая в сторону мужских и женских половых органов. Потерпевший №1 потребовал прекратить противоправные действия в отношении него, однако Кологривый Д.А. ответил категорическим отказом и в продол']",ст.318 ч.1,['сексуальной ориентац']
121,_id=296094595&_uid=6fe2d026-e15e-4433-b0dd-3044d5e0625b,"['оих должностных обязанностей, называя его словами, унижающими его честь и достоинство, а также выражаясь в его адрес грубой нецензурной бранью, а именно в грубой форме назвал его лицом нетрадиционной сексуальной ориентации, средством контрацепции, а также послал его в сторону мужского полового органа, тем самым подорвав авторитет правоохранительных органов в глазах общественности.\nОн же, совершил угрозу применения на']"," ст.318 ч.1,ст.319",['сексуальной ориентац']
122,case_id=123402068&case_uid=afed4afd-4a22-4ad9-90ae-2a76c0a9f416,"['ы относительно совершенных ими преступных деяний, ФИО11 О.М., ФИО3, ФИО1 и ФИО4 стали требовать от Потерпевший №1 осуществить видеозапись, на котором он оговаривает себя в мужеложстве, нетрадиционной сексуальной ориентации и педофилии, а также собственноручно написать расписку, о том, что похищенные у него денежные средства в размере 460 000 рублей Потерпевший №1 отдал по своему согласию в счет имевшихся перед ними д', 'е для жизни или здоровья путем нанесения ударов своими руками по голове и телу Потерпевший №1, продолжая удерживать его в указанной квартире, оскорбляя при этом его честь и достоинство, обвиняя его в мужеложстве, педофилии и вступлении в оральный контакт с девушками с целью удовлетворения своей половой потребности. \nПримерно в 00 часов 30 минут ДД.ММ.ГГГГ находясь в этой же квартире у Магомедова О.М. возник ']","ст.127 ч.2 п.п.а,в, ст.163 ч.2 п.п.а,в,г, ст.162 ч.2,ст.162 ч.2, ст.127 ч.2 п.п.а,в","['сексуальной ориентац', 'мужеложстве']"
123,_id=235848085&_uid=1e4e36b9-5b64-4c65-99d6-49a0a77e1c96,"[' совместного распития спиртных напитков с ФИО6 и ФИО3 В ходе распития спиртных напитков, ФИО6 в шутку высказался в сторону Ломакина И.А. и ФИО13 нецензурной бранью, назвав их мужчинами нетрадиционный сексуальной ориентации, в результате чего, у Ломакина И.А. возник преступный умысел, направленный на открытое хищение чужого имущества, с применением насилия не опасного для жизни и здоровья. Во исполнение задуманного Ло']",ст.161 ч.2 п.г,['сексуальной ориентац']
124,case_id=651540733&case_uid=3f1cb68e-493e-4b02-a031-baf009444951,"['тв массовой информации, после чего выдвинуть незаконное требование передачи денежных средств, принадлежащих ФИО1, под угрозой распространения в средствах массовой информации сведений о нетрадиционной сексуальной ориентации потерпевшего и вступлении им в гомосексуальную связь с иным лицом, уголовное дело в отношении которого выделено в отдельное производство, то есть позорящих его, а также под угрозой привлечения ФИО1', ' помощью сайта (приложения) «Hornet» (Хорнет) должен был познакомиться с ФИО1 и под обманным предлогом договориться с ним о встрече по адресу: <адрес>, в съемной квартире, после чего вступить с ним с гомосексуальную связь; Баранов Р.С. и Лудин И.Н. должны были неожиданно войти в указанную квартиру, представиться сотрудниками полиции и представителями средств массовой информации, после чего выдвинуть незаконное т', 'существенный вред правам и интересам потерпевшего, совершенное группой лиц по предварительному сговору, а именно распространения в средствах массовой информации сведений о совершении потерпевшим акта мужеложства, а также под угрозой привлечения к уголовной ответственности, в отношении потерпевшего.\nДалее, не позднее 22 часов 10 минут ДД.ММ.ГГГГ Баранов Р.С. и Лудин И.Н., находясь в преступном сговоре, направ']",ст.163 ч.2 п.а,"['сексуальной ориентац', 'гомосексуальную', 'мужеложства']"
